日期(年/月),單位,天然氣供給_合計,天然氣供給_自產量,天然氣供給_進口量,天然氣轉變投入_合計,天然氣轉變投入_煉油廠,天然氣轉變投入_發電及汽電,天然氣消費_合計,天然氣消費_能源部門自用,天然氣消費_工業部門,天然氣消費_運輸部門,天然氣消費_農業部門,天然氣消費_服務業部門,天然氣消費_住宅部門,天然氣消費_非能源消費,自產天然氣可供市場銷售之NG1_小計,自產天然氣可供市場銷售之NG1_自產量,自產天然氣可供市場銷售之NG1_由LNG來之調整量,自產天然氣轉變投入_發電及汽電,自產天然氣NG1消費_合計,自產天然氣NG1消費_能源部門自用,自產天然氣NG1消費_工業部門,自產天然氣NG1消費_運輸部門,自產天然氣NG1消費_農業部門,自產天然氣NG1消費_服務業部門,自產天然氣NG1消費_住宅部門,自產天然氣NG1消費_非能源消費,(進口)液化天然氣進口量,(進口)液化天然氣可供市場銷售之NG2可供市場銷售之NG2,(進口)液化天然氣轉變投入_小計,(進口)液化天然氣轉變投入_煉油廠,(進口)液化天然氣轉變投入_發電及汽電,(進口)液化天然氣NG2消費_小計,(進口)液化天然氣NG2消費_能源部門自用,(進口)液化天然氣NG2消費_工業部門,(進口)液化天然氣NG2消費_運輸部門,(進口)液化天然氣NG2消費_農業部門,(進口)液化天然氣NG2消費_服務業部門,(進口)液化天然氣NG2消費_住宅部門,(進口)液化天然氣NG2消費_非能源消費
200607,千立方公尺,1059571.9093792478,31012,1028559.9093792478,842290.38788001,6979,835311.38788001,207258.22111999,30213.42614508,87548.10497491,0,0,26747.68,62749.01,0,95902,31012,64890,116.09045,99003.97855,180.57,28116.81955,0,0,17665.217,53041.372,0,1028559.9093792478,1009526,842174.29743001,6979,835195.29743001,108254.24256999,30032.85614508,59431.28542491,0,0,9082.463,9707.638,0
200608,千立方公尺,1150952.458087902,31925,1119027.458087902,949343.27710178,7690,941653.27710178,198391.44489822,25994.37415803,88300.10174019,0,0,25774.888,58322.081,0,96434.75,31925,64509.75,175.952975,94438.203025,182.924,28572.925025,0,0,16681.91,49000.444,0,1119027.458087902,1105824,949167.32412678,7690,941477.32412678,103953.24187322,25811.45015803,59727.17671519,0,0,9092.978,9321.637,0
200609,千立方公尺,908616.9333937472,33436,875180.9333937472,742235.2272895,1564,740671.2272895,196466.4267105,29173.17296206,83782.92374844,0,0,27112.858,56397.472,0,100284.625,33436,66848.625,0.186,93727.864,194.88,28324.983,0,0,17905.416,47302.585,0,875180.9333937472,931340,742235.0412895,1564,740671.0412895,102738.5627105,28978.29296206,55457.94074844,0,0,9207.442,9094.887,0
200610,千立方公尺,1076758.3937471681,35465,1041293.3937471681,708087.37243893,0,708087.37243893,198591.21456107,31691.25436042,80962.74720065,0,0,27766.168,58171.045,0,109488.875,35465,74023.875,0.171,98916.013,249.889,28706.408,0,0,17520.642,52439.074,0,1041293.3937471681,909702,708087.20143893,0,708087.20143893,99675.20156107,31441.36536042,52256.33920065,0,0,10245.526,5731.971,0
200611,千立方公尺,830669.7675577707,38031,792638.7675577707,641645.86382246,1252,640393.86382246,215124.83917754,34890.3369402,81667.74923734,0,0,32127.24,66439.513,0,118691.25,38031,80660.25,154.9459375,106094.7540625,206.331,29454.6030625,0,0,19148.188,57285.632,0,792638.7675577707,864856,641490.91788496,1252,640238.91788496,109030.08511504,34684.0059402,52213.14617484,0,0,12979.052,9153.881,0
200612,千立方公尺,901955.354327141,42621,859334.354327141,572179.21377473,5233,566946.21377473,233554.94922527,35963.51751931,85865.71570596,0,0,33863.752,77861.964,0,147885,42621,105264,145.5001125,120310.1158875,288.443,31612.0758875,0,0,20542.161,67867.436,0,859334.354327141,804448,572033.71366223,5233,566800.71366223,113244.83333777,35675.07451931,54253.63981846,0,0,13321.591,9994.528,0
200701,千立方公尺,727761.8423198912,40558,687203.8423198912,510422.47674538,4049,506373.47674538,237833.37025462,28662.41296164,86823.76529298,0,0,36192.264,86154.928,0,147899.875,40558,107341.875,155.9176125,128710.1913875,342,31672.9783875,0,0,21837.288,74857.925,0,687203.8423198912,692863,510266.55913288,4049,506217.55913288,109123.17886712,28320.41296164,55150.78690548,0,0,14354.976,11297.003,0
200702,千立方公尺,620159.8092433168,34837,585322.8092433168,406094.39500154,3675,402419.39500154,221925.52699846,33438.84904829,67740.83295017,0,0,33816.524,86929.321,0,124622.125,34837,89785.125,72.3181125,119323.0938875,199,21716.4928875,0,0,20840.966,76566.635,0,585322.8092433168,590632,406022.07688904,3675,402347.07688904,102602.43311096,33239.84904829,46024.34006267,0,0,12975.558,10362.686,0
200703,千立方公尺,829837.1141821477,40513,789324.1141821477,642590.21923627,1997,640593.21923627,247245.60876373,38066.9731542,84038.03360953,0,0,34465.366,90675.236,0,142613.5,40513,102100.5,173.910875,131602.755125,251,30520.515125,0,0,21981.824,78849.416,0,789324.1141821477,839836,642416.30836127,1997,640419.30836127,115642.85363873,37815.9731542,53517.51848453,0,0,12483.542,11825.82,0
200704,千立方公尺,921658.524694155,36292,885366.524694155,654590.0822408,5284,649306.0822408,243145.3787592,36315.11421254,84006.49054666,0,0,33817.669,89006.105,0,130356.625,36292,94064.625,125.2711,129348.0679,198,30318.0779,0,0,20953.1,77878.89,0,885366.524694155,854146,654464.8111408,5284,649180.8111408,113797.3108592,36117.11421254,53688.41264666,0,0,12864.569,11127.215,0
200705,千立方公尺,1061919.6733121885,33977,1027942.6733121885,828709.52317206,4067,824642.52317206,235801.84682794,34780.07794248,89470.36888546,0,0,31966.08,79585.32,0,116608.25,33977,82631.25,119.5423625,118885.5636375,243.77,30504.0316375,0,0,19126.551,69011.211,0,1027942.6733121885,1014035,828589.98080956,4067,824522.98080956,116916.28319044,34536.30794248,58966.33724796,0,0,12839.529,10574.109,0
200706,千立方公尺,973599.450838242,32644,940955.450838242,816860.93867945,2445,814415.93867945,220024.04932055,35490.50138803,84978.13093252,0,0,30027.326,69528.091,0,104199.625,32644,71555.625,187.8311625,108108.5418375,194.082,29065.7078375,0,0,17893.298,60955.454,0,940955.450838242,995833,816673.10751695,2445,814228.10751695,111915.50748305,35296.41938803,55912.42309502,0,0,12134.028,8572.637,0
200707,千立方公尺,1220572.1341187132,30980,1189592.1341187132,1065523.95886312,3095,1062428.95886312,209664.34913688,33180.70936989,86450.39776699,0,0,26745.479,63287.763,0,97803.875,30980,66823.875,163.72445,100927.99755,175.137,29551.79955,0,0,17498.391,53702.67,0,1189592.1341187132,1228401,1065360.23441312,3095,1062265.23441312,108736.35158688,33005.57236989,56898.59821699,0,0,9247.088,9585.093,0
200708,千立方公尺,1163250.7911191662,32448,1130802.7911191662,863681.23823217,2259,861422.23823217,213361.95176783,37520.05699234,87886.71277549,0,0,26828.985,61126.197,0,104131.875,32448,71683.875,172.9655875,99284.9594125,174.089,30260.2834125,0,0,17776.677,51073.91,0,1130802.7911191662,1041658,863508.27264467,2259,861249.27264467,114076.99235533,37345.96799234,57626.42936299,0,0,9052.308,10052.287,0
200709,千立方公尺,991319.1227911192,30712,960607.1227911192,814196.59511663,0,814196.59511663,200274.20088337,30164.69030586,84192.74357751,0,0,26507.922,59408.845,0,103106.875,30712,72394.875,138.39423625,96080.12576375,165.084,28512.85576375,0,0,18105.36,49296.826,0,960607.1227911192,981140,814058.20088038,0,814058.20088038,104194.07511962,29999.60630586,55679.88781376,0,0,8402.562,10112.019,0
200710,千立方公尺,1016776.655188038,33394,983382.655188038,778041.55166242,0,778041.55166242,217357.31833758,34538.28020424,85439.93913334,0,0,31307.085,66072.014,0,118271.875,33394,84877.875,138.7428125,103292.5541875,177.077,29669.5151875,0,0,18461.753,54984.209,0,983382.655188038,965036,777902.80884992,0,777902.80884992,114064.76415008,34361.20320424,55770.42394584,0,0,12845.332,11087.805,0
200711,千立方公尺,836298.8115088355,34371,801927.8115088355,682431.25767162,0,682431.25767162,228426.81832838,40070.66825348,83964.7410749,0,0,33558.066,70833.343,0,129397.5,34371,95026.5,137.537075,109475.714925,201.102,29326.666925,0,0,20173.899,59774.047,0,801927.8115088355,894408,682293.72059662,0,682293.72059662,118951.10340338,39869.56625348,54638.0741499,0,0,13384.167,11059.296,0
200712,千立方公尺,904043.979157227,36106,867937.979157227,571979.99925766,0,571979.99925766,245876.42374234,41835.2802734,87262.49446894,0,0,34686.465,82092.184,0,148868.125,36106,112762.125,136.5041125,121314.9338875,208,30581.0828875,0,0,20749.864,69775.987,0,867937.979157227,811333,571843.49514516,0,571843.49514516,124561.48985484,41627.2802734,56681.41158144,0,0,13936.601,12316.197,0
200801,千立方公尺,805265.3874037154,34130,771135.3874037154,541052.62485823,0,541052.62485823,253280.07914177,35591.17854861,89343.33959316,0,0,36944.792,91400.769,0,152333.75,34130,118203.75,166.898275,131901.303725,209,31377.654725,0,0,22000.264,78314.385,0,771135.3874037154,744717,540885.72658323,0,540885.72658323,121378.77541677,35382.17854861,57965.68486816,0,0,14944.528,13086.384,0
200802,千立方公尺,645761.1590394201,32954,612807.1590394201,429605.40993222,0,429605.40993222,247865.93406778,40764.32028951,73066.65877827,0,0,37487.373,96547.582,0,151287.125,32954,118333.125,126.089075,130166.457925,302,22423.070925,0,0,22934.084,84507.303,0,612807.1590394201,642951,429479.32085722,0,429479.32085722,117699.47614278,40462.32028951,50643.58785327,0,0,14553.289,12040.279,0
200803,千立方公尺,1081767.7621205256,34933,1046834.7621205256,743807.96601864,0,743807.96601864,271773.36098136,41641.76859234,93259.20138902,0,0,38416.709,98455.682,0,150253.375,34933,115320.375,136.6331175,141231.3468825,265.192,31299.1348825,0,0,22926.464,86740.556,0,1046834.7621205256,971661,743671.33290114,0,743671.33290114,130542.01409886,41376.57659234,61960.06650652,0,0,15490.245,11715.126,0
200804,千立方公尺,1064711.6139555959,31596,1033115.6139555959,832936.84348194,795,832141.84348194,253821.04451806,43280.21125762,84176.96226044,0,0,36218.713,90145.158,0,128384.25,31596,96788.25,134.100275,131805.646725,203.135,29439.714725,0,0,21335.895,80826.902,0,1033115.6139555959,1038040,832802.74320694,795,832007.74320694,122015.39779306,43077.07625762,54737.24753544,0,0,14882.818,9318.256,0
200805,千立方公尺,1086933.0901676484,29390,1057543.0901676484,878051.94388937,5395,872656.94388937,248086.03011063,43344.91958237,88930.49852826,0,0,36112.011,79698.601,0,122477,29390,93087,173.656975,120697.524025,210.17,29995.699025,0,0,20607.396,69884.259,0,1057543.0901676484,1091977,877878.28691437,5395,872483.28691437,127388.50608563,43134.74958237,58934.79950326,0,0,15504.615,9814.342,0
200806,千立方公尺,1087597.1372904396,28246,1059351.1372904396,917263.12106346,2180,915083.12106346,230752.31393654,40808.41864048,84241.55229606,0,0,34323.426,71378.917,0,106576.375,28246,78330.375,184.0327,109899.1933,177,27751.7123,0,0,19331.31,62639.171,0,1059351.1372904396,1097737,917079.08836346,2180,914899.08836346,120853.12063654,40631.41864048,56489.83999606,0,0,14992.116,8739.746,0
200807,千立方公尺,1341318.8545536927,26176,1315142.8545536927,1026734.35544739,3147,1023587.35544739,228410.59755261,49706.39261674,85609.04593587,0,0,30338.407,62756.752,0,100376.5,26176,74200.5,144.3016125,101538.8003875,229.13,28165.7233875,0,0,18672.018,54471.929,0,1315142.8545536927,1223667,1026590.05383489,3147,1023443.05383489,126871.79716511,49477.26261674,57443.32254837,0,0,11666.389,8284.823,0
200808,千立方公尺,1174234.4100589035,25649,1148585.4100589035,988947.25660462,2568,986379.25660462,214710.24339538,39166.83343049,86831.42996489,0,0,30242.784,58469.196,0,96756.875,25649,71107.875,167.9323125,94766.1696875,150.46,26702.1876875,0,0,18263.515,49650.007,0,1148585.4100589035,1171298,988779.32429212,2568,986211.32429212,119944.07370788,39016.37343049,60129.24227739,0,0,11979.269,8819.189,0
200809,千立方公尺,983469.1644766652,25578,957891.1644766652,842983.65985704,3205,839778.65985704,210334.45814296,37854.72156783,82220.71457513,0,0,31558.784,58700.238,0,96507,25578,70929,89.8011125,93848.9748875,660.998,24174.2258875,0,0,18754.541,50259.21,0,957891.1644766652,1024959,842893.85874454,3205,839688.85874454,116485.48325546,37193.72356783,58046.48868763,0,0,12804.243,8441.028,0
200810,千立方公尺,1232414.2374263706,28146,1204268.2374263706,927346.32401039,2870,924476.32401039,211539.05298961,40466.38954482,72741.76644479,0,0,35322.407,63008.49,0,109825.5,28146,81679.5,174.0726125,99167.7893875,192.06,26022.9383875,0,0,18904.543,54048.248,0,1204268.2374263706,1108788,927172.25139789,2870,924302.25139789,112371.26360211,40274.32954482,46718.82805729,0,0,16417.864,8960.242,0
200811,千立方公尺,980959.9161758042,28585,952374.9161758042,854924.16913679,2660,852264.16913679,189619.38686321,27608.16414419,58339.31771902,0,0,35948.953,67722.952,0,118479.25,28585,89894.25,116.71955,104087.89445,165,23503.20445,0,0,20894.324,59525.366,0,952374.9161758042,878647,854807.44958679,2660,852147.44958679,85531.49241321,27443.16414419,34836.11326902,0,0,15054.629,8197.586,0
200812,千立方公尺,751658.2922519257,31973,719685.2922519257,559111.55960968,2353,556758.55960968,204875.78539032,28417.80193599,60861.11045433,0,0,35961.11,79635.763,0,147400.25,31973,115427.25,201.106275,118462.307725,218.027,25429.919725,0,0,21554.472,71259.889,0,719685.2922519257,765132,558910.45333468,2353,556557.45333468,86413.47766532,28199.77493599,35431.19072933,0,0,14406.638,8375.874,0
200901,千立方公尺,509193.41549614863,30604,478589.41549614863,266018.00563149,0,266018.00563149,218669.69136851,38720.33545306,52327.34991545,0,0,36699.597,90922.409,0,145240.375,30604,114636.375,97.31035,125792.23165,178,19836.28765,0,0,23029.834,82748.11,0,478589.41549614863,446260,265920.69528149,0,265920.69528149,92877.45971851,38542.33545306,32491.06226545,0,0,13669.763,8174.299,0
200902,千立方公尺,580201.4463072043,28896,551305.4463072043,427581.62021346,943,426638.62021346,217069.84678654,33984.39931489,56502.60047165,0,0,36879.485,89703.362,0,118300.875,28896,89404.875,167.2603,122053.0717,179,17242.3617,0,0,23388.102,81243.608,0,551305.4463072043,640781,427414.35991346,943,426471.35991346,95016.77508654,33805.39931489,39260.23877165,0,0,13491.383,8459.754,0
200903,千立方公尺,912084.7648391481,35908,876176.7648391481,598880.25153207,5718,593162.25153207,248256.81446793,43114.49011548,72892.45435245,0,0,36363.006,95886.864,0,139210,35908,103302,169.9051125,134098.2738875,284.241,25682.4358875,0,0,21755.618,86375.979,0,876176.7648391481,811032,598710.34641957,5718,592992.34641957,114158.54058043,42830.24911548,47210.01846495,0,0,14607.388,9510.885,0
200904,千立方公尺,765661.7240598097,29015,736646.7240598097,625862.48938911,6214,619648.48938911,233327.01761089,33388.6108583,75036.48275259,0,0,36144.558,88757.366,0,131608.25,29015,102593.25,113.53697297,128395.88102703,203,27307.27102703,0,0,21360.387,79525.223,0,736646.7240598097,731768,625748.95241614,6214,619534.95241614,104931.13658386,33185.6108583,47729.21172556,0,0,14784.171,9232.143,0
200905,千立方公尺,1229435.0589034888,28945,1200490.0589034888,845549.55927016,5778,839771.55927016,237029.03372984,37968.60983907,80431.30589077,0,0,36233.261,82395.857,0,119470.375,28945,90525.375,189.406375,122917.872625,226.222,28165.879625,0,0,21478.424,73047.347,0,1200490.0589034888,889947,845360.15289516,5778,839582.15289516,114111.16110484,37742.38783907,52265.42626577,0,0,14754.837,9348.51,0
200906,千立方公尺,1170682.3547802446,30691,1139991.3547802446,858898.52630833,4166,854732.52630833,223735.58369167,35705.10936421,81002.97032746,0,0,34364.693,72662.811,0,101632.375,30691,70941.375,170.93989888,111877.71810112,179,26905.86710112,0,0,20300.156,64492.695,0,1139991.3547802446,901393,858727.58640945,4166,854561.58640945,111857.86559055,35526.10936421,54097.10322634,0,0,14064.537,8170.116,0
200907,千立方公尺,1253725.57951971,27942,1225783.57951971,1138221.76937985,1334,1136887.76937985,220780.18362015,33499.23714465,89194.3764755,0,0,31400.664,66685.906,0,148167.375,27942,120225.375,210.42899438,104647.38800562,256.131,28061.15600562,0,0,19570.146,56759.955,0,1225783.57951971,1688302,1138011.34038547,1334,1136677.34038547,116132.79561453,33243.10614465,61133.22046988,0,0,11830.518,9925.951,0
200908,千立方公尺,1282785.401449932,26963,1255822.401449932,1033583.76158399,5232,1028351.76158399,210763.60841601,35219.47669167,85692.31672434,0,0,30366.349,59485.466,0,90675.125,26963,63712.125,121.38882584,99001.16017416,148,28049.13917416,0,0,19343.352,51460.669,0,1255822.401449932,1241263,1033462.37275815,5232,1028230.37275815,111762.44824185,35071.47669167,57643.17755018,0,0,11022.997,8024.797,0
200909,千立方公尺,1135716.7136384232,25821,1109895.7136384232,1026731.12501172,5382,1021349.12501172,219440.25998828,39030.75535577,90218.06763251,0,0,31658.281,58533.156,0,99657,25821,73836,134.9758625,95352.4441375,258.101,28410.0411375,0,0,18736.137,47948.165,0,1109895.7136384232,1195247,1026596.14914922,5382,1021214.14914922,124087.81585078,38772.65435577,61808.02649501,0,0,12922.144,10584.991,0
200910,千立方公尺,1235525.9410965112,25696,1209829.9410965112,824200.89919053,6176,818024.89919053,240976.37680947,43502.40886247,90249.480947,0,0,38879.467,68345.02,0,115222.375,25696,89526.375,158.80876966,102563.39223034,152.073,28342.07423034,0,0,19392.723,54676.522,0,1209829.9410965112,1025288,824042.09042087,6176,817866.09042087,138412.98457913,43350.33586247,61907.40671666,0,0,19486.744,13668.498,0
200911,千立方公尺,996764.2650657,29099,967665.2650657,822176.2140737,4434,817742.2140737,249088.5579263,41330.39640791,89660.77651839,0,0,42158.785,75938.6,0,127704.125,29099,98605.125,124.83854494,112089.76245506,203,29793.08845506,0,0,21336.813,60756.861,0,967665.2650657,1023127,822051.37552876,4434,817617.37552876,136998.79547124,41127.39640791,59867.68806333,0,0,20821.972,15181.739,0
200912,千立方公尺,877735.8948799275,31080,846655.8948799275,637766.69218975,0,637766.69218975,279211.52481025,55282.98596849,91687.81984176,0,0,43164.404,89076.315,0,158291.625,31080,127211.625,124.09205618,129144.62894382,231.082,30900.47294382,0,0,22819.201,75193.873,0,846655.8948799275,906280,637642.60013357,0,637642.60013357,150066.89586643,55051.90396849,60787.34689794,0,0,20345.203,13882.442,0
201001,千立方公尺,939065.9918441323,27132,911933.9918441323,638878.79703649,0,638878.79703649,291477.53996351,51151.65521599,95955.65374752,0,0,46468.049,97902.182,0,157950.375,27132,130818.375,175.23629775,141026.74870225,186,31707.90270225,0,0,25004.669,84128.177,0,911933.9918441323,853534,638703.56073874,0,638703.56073874,150450.79126126,50965.65521599,64247.75104527,0,0,21463.38,13774.005,0
201002,千立方公尺,751805.7417308564,22896,728909.7417308564,500227.90103329,0,500227.90103329,267990.67696671,50132.74240006,80264.57856665,0,0,42271.184,95322.172,0,129660.75,22896,106764.75,93.13987641,126712.62912359,179.1,21004.23512359,0,0,22633.053,82896.241,0,728909.7417308564,694782,500134.76115688,0,500134.76115688,141278.04784312,49953.64240006,59260.34344306,0,0,19638.131,12425.931,0
201003,千立方公尺,1145331.9229723606,26262,1119069.9229723606,882629.66066205,0,882629.66066205,296921.43333795,53334.39337838,98293.14395957,0,0,44943.742,100350.154,0,140674.5,26262,114412.5,193.16744382,140189.97955618,231.231,28130.97055618,0,0,24832.432,86995.346,0,1119069.9229723606,1068297,882436.49321823,0,882436.49321823,156731.45378177,53103.16237838,70162.17340339,0,0,20111.31,13354.808,0
201004,千立方公尺,1147815.0616221114,25583,1122232.0616221114,949224.4162445,0,949224.4162445,284073.6277555,48114.11017003,94672.75158547,0,0,44633.342,96653.424,0,135272.75,25583,109689.75,111.22044382,137394.95455618,239,28223.73355618,0,0,23921.223,85010.998,0,1122232.0616221114,1172675,949113.19580068,0,949113.19580068,146678.67319932,47875.11017003,66449.01802929,0,0,20712.119,11642.426,0
201005,千立方公尺,1415034.52288174,23416,1391618.52288174,1113252.219791,0,1113252.219791,273852.277209,42910.09925233,100436.06695667,0,0,43698.316,86807.795,0,110711.5,23416,87295.5,99.84783146,127952.06116854,166.133,28956.58116854,0,0,23195.989,75633.358,0,1391618.52288174,1318416,1113152.37195954,0,1113152.37195954,145900.21604046,42743.96625233,71479.48578813,0,0,20502.327,11174.437,0
201006,千立方公尺,1300262.4544630721,30691,1269571.4544630721,1039704.5412023,1554,1038150.5412023,250341.3127977,43922.7893641,98550.3714336,0,0,38431.867,69436.285,0,117159.625,30691,86468.625,160.44712921,116144.02987079,151.083,28209.92687079,0,0,21803.159,65979.861,0,1269571.4544630721,1247097,1039544.09407309,1554,1037990.09407309,134197.28292691,43771.7063641,70340.44456281,0,0,16628.708,3456.424,0
201007,千立方公尺,1631809.89397372,19868,1611941.89397372,1354656.7106377,5651,1349005.7106377,233410.8913623,37416.16720334,96024.96215896,0,0,40268.306,59701.456,0,98765.375,19868,78897.375,175.6867191,107155.9662809,150,26089.6252809,0,0,24480.613,56435.728,0,1611941.89397372,1538187,1354481.0239186,5651,1348830.0239186,126254.9250814,37266.16720334,69935.33687806,0,0,15787.693,3265.728,0
201008,千立方公尺,1530934.6733121886,19872,1511062.6733121886,1336377.72851784,4245,1332132.72851784,235681.34948216,40664.57217209,100766.66431007,0,0,40537.553,53712.56,0,97041.375,19872,77169.375,139.66089326,103428.32510674,278.078,28595.09010674,0,0,23927.231,50627.926,0,1511062.6733121886,1525074,1336238.06762458,4245,1331993.06762458,132253.02437542,40386.49417209,72171.57420333,0,0,16610.322,3084.634,0
201009,千立方公尺,1470057.0765745356,26504,1443553.0765745356,1089887.92906375,0,1089887.92906375,234328.97693625,48793.03139951,99235.27753674,0,0,35870.152,50430.516,0,96336.125,26504,69832.125,127.40822472,94013.15177528,144.089,27079.12777528,0,0,19459.097,47330.838,0,1443553.0765745356,1332858,1089760.52083903,0,1089760.52083903,140315.82516097,48648.94239951,72156.14976146,0,0,16411.055,3099.678,0
201010,千立方公尺,1254258.2523787948,25669,1228589.2523787948,1033025.02504419,0,1033025.02504419,248935.45395581,50508.4758749,103893.39608091,0,0,39849.849,54683.733,0,114889.375,25669,89220.375,128.03055618,102217.20344382,191.052,28798.65744382,0,0,21768.181,51459.313,0,1228589.2523787948,1286565,1032896.99448801,0,1032896.99448801,146718.25051199,50317.4238749,75094.73863709,0,0,18081.668,3224.42,0
201011,千立方公尺,1118834.6252831898,23054,1095780.6252831898,860576.65173425,5010,855566.65173425,266623.75526575,57446.84835223,102639.06091352,0,0,42692.533,63845.313,0,130214.75,23054,107160.75,114.96473596,112777.49026404,178,29353.63826404,0,0,23445.256,59800.596,0,1095780.6252831898,1083272,860461.68699829,5010,855451.68699829,153846.26500171,57268.84835223,73285.42264948,0,0,19247.277,4044.717,0
201012,千立方公尺,1116815.8454916177,25253,1091562.8454916177,866711.70453667,7481,859230.70453667,302095.72546333,66998.73956524,109934.29689809,0,0,47388.277,77774.412,0,157918.625,25253,132665.625,138.67839888,131723.78860112,268.077,32173.35260112,0,0,26296.241,72986.118,0,1091562.8454916177,1150292,866573.02613779,7481,859092.02613779,170371.93686221,66730.66256524,77760.94429697,0,0,21092.036,4788.294,0
201101,千立方公尺,1139970.549161758,25686,1114284.549161758,857988.98286941,5600,852388.98286941,326718.01913059,66771.57547183,114120.39865876,0,0,50965.096,94860.949,0,170839.125,25686,145153.125,131.84123034,151844.79276966,185,32863.80976966,0,0,29424.16,89371.823,0,1114284.549161758,1118987,857857.14163907,5600,852257.14163907,174873.22636093,66586.57547183,81256.5888891,0,0,21540.936,5489.126,0
201102,千立方公尺,972981.4485727232,22911,950070.4485727232,642102.70283286,3575,638527.70283286,285916.12216714,54185.31235474,94252.1408124,0,0,44650.212,92828.457,0,140832.375,22911,117921.375,193.45139326,136298.73060674,175,22426.66460674,0,0,26275.662,87421.404,0,950070.4485727232,865700,641909.2514396,3575,638334.2514396,149617.3915604,54010.31235474,71825.47620566,0,0,18374.55,5407.053,0
201103,千立方公尺,1157368.3339374717,25919,1131449.3339374717,896843.68343165,56,896787.68343165,333001.85356835,60543.02126172,122262.76830663,0,0,47440.276,102755.788,0,163633.625,25919,137714.625,309.76651124,158655.76748876,199,33363.00148876,0,0,28251.478,96842.288,0,1131449.3339374717,1171935,896533.91692041,56,896477.91692041,174346.08607959,60344.02126172,88899.76681787,0,0,19188.798,5913.5,0
201104,千立方公尺,1347545.2396918894,23032,1324513.2396918894,970291.95355896,0,970291.95355896,311661.00844104,57417.70618615,116361.97625489,0,0,45887.62,91993.706,0,138056.5,23032,115024.5,208.91473596,145934.41826404,229.104,31295.38726404,0,0,27003.662,87406.265,0,1324513.2396918894,1329066,970083.038823,0,970083.038823,165726.590177,57188.60218615,85066.58899085,0,0,18883.958,4587.441,0
201105,千立方公尺,1391961.1141821477,21837,1370124.1141821477,1143895.68840976,2377,1141518.68840976,301249.19959024,59397.36770983,114915.33688041,0,0,43998.508,82937.987,0,128355.375,21837,106518.375,216.07212921,136252.42887079,205.177,32105.96387079,0,0,25329.132,78612.156,0,1370124.1141821477,1435445,1143679.61628055,2377,1141302.61628055,164996.77071945,59192.19070983,82809.37300962,0,0,18669.376,4325.831,0
201106,千立方公尺,1405480.4195740824,21938,1383542.4195740824,1178008.13791693,0,1178008.13791693,280169.03008307,60065.9949248,111112.70415827,0,0,41836.172,67154.159,0,110192,21938,88254,145.56538764,118130.23761236,155.092,31241.10561236,0,0,23061.09,63672.95,0,1383542.4195740824,1426367,1177862.57252929,0,1177862.57252929,162038.79247071,59910.9029248,79871.59854591,0,0,18775.082,3481.209,0
201107,千立方公尺,1571076.8355233348,26248,1544828.8355233348,1391679.7843682,1264,1390415.7843682,280919.1216318,62682.15593302,130987.84569878,0,0,28001.855,59247.265,0,98957.875,26248,72709.875,206.93238202,111004.95461798,164.128,33253.98361798,0,0,21958.932,55627.911,0,1544828.8355233348,1608674,1391472.85198618,1264,1390208.85198618,169914.16701382,62518.02793302,97733.8620808,0,0,6042.923,3619.354,0
201108,千立方公尺,1683027.9234254644,27221,1655806.9234254644,1451704.59784961,4213,1447491.59784961,275334.83715039,58480.90460809,135869.6475423,0,0,27348.348,53635.937,0,98751.875,27221,71530.875,176.39010674,105030.10589326,232.367,33225.03589326,0,0,21100.242,50472.461,0,1655806.9234254644,1686722,1451528.20774287,4213,1447315.20774287,170304.73125713,58248.53760809,102644.61164904,0,0,6248.106,3163.476,0
201109,千立方公尺,1653242.1844132307,32403,1620839.1844132307,1166155.13571111,4077,1162078.13571111,275964.94128889,62709.2299696,134107.00331929,0,0,28437.235,50711.473,0,108953.625,32403,76550.625,183.79979775,102648.73920225,238.09,32812.77920225,0,0,22049.751,47548.119,0,1620839.1844132307,1497018,1165971.33591336,4077,1161894.33591336,173316.20208664,62471.1399696,101294.22411704,0,0,6387.484,3163.354,0
201110,千立方公尺,1486968.3729043952,33137,1453831.3729043952,1143313.9726998,4064,1139249.9726998,289110.4813002,65847.46412504,136707.18517516,0,0,28825.22,57730.612,0,124628.75,33137,91491.75,199.69010674,110072.85389326,147,33490.21989326,0,0,22355.233,54080.401,0,1453831.3729043952,1508428,1143114.28259306,4064,1139050.28259306,179037.62740694,65700.46412504,103216.9652819,0,0,6469.987,3650.211,0
201111,千立方公尺,1413617.5061169008,35068,1378549.5061169008,935295.92198349,4980,930315.92198349,274267.75901651,53831.71772341,126046.9312931,0,0,31083.9,63305.21,0,129959.5,35068,94891.5,190.5502191,117139.7647809,173.107,33344.9017809,0,0,24141.3,59480.456,0,1378549.5061169008,1294660,935105.37176439,4980,930125.37176439,157127.99423561,53658.61072341,92702.0295122,0,0,6942.6,3824.754,0
201112,千立方公尺,1071582.011327594,34757,1036825.011327594,868005.63181794,4581,863424.63181794,320993.53218206,66712.22178456,140111.5163975,0,0,33648.723,80521.071,0,166944.5,34757,132187.5,228.29637641,137341.30362359,235.083,35678.91862359,0,0,26152.927,75274.375,0,1036825.011327594,1308578,867777.33544153,4581,863196.33544153,183652.22855847,66477.13878456,104432.59777391,0,0,7495.796,5246.696,0
